,verb_id,lex,scroll,book,chapter,verse,g_cons,hebrew,stem,tense,subject,complement,dir_he,dir_he_dss_verse,preposition_1,preposition_2,preposition_3
230,222535,NPL[,MT,Isaiah,31,3,NPL,נָפַ֣ל ,qal,perf,<ZR,,,,,,
231,222571,JRD[,MT,Isaiah,31,4,JRD,יֵרֵד֙ ,qal,impf,JHWH YB>WT,,,,,,
232,222597,CWB[,MT,Isaiah,31,6,CWBW,שׁ֗וּבוּ ,qal,impv,,,,,,,
233,222623,NPL[,MT,Isaiah,31,8,NPL,נָפַ֤ל ,qal,perf,>CWR,,,,,,
234,222635,NWS[,MT,Isaiah,31,8,NS,נָ֥ס ,qal,perf,,M PNJ XRB,0,,M,,
235,222649,<BR[,MT,Isaiah,31,9,J<BWR,יַֽעֲבֹ֔ור ,qal,impf,SL<W,M MGWR,0,,M,,
236,222804,BW>[,MT,Isaiah,32,10,JBW>,יָבֹֽוא׃ ,qal,impf,,,,,,,
237,222830,<LH[,MT,Isaiah,32,13,T<LH,תַּֽעֲלֶ֑ה ,qal,impf,QWY CMJR,,,,,,
238,222919,JRD[,MT,Isaiah,32,19,RDT,רֶ֣דֶת ,qal,infc,H J<R,,,,,,
239,222934,CLX[,MT,Isaiah,32,20,MCLXJ,מְשַׁלְּחֵ֥י ,piel,ptca,,,,,,,
240,222987,>SP[,MT,Isaiah,33,4,>SP,אֻסַּ֣ף ,pual,perf,CLLKM,,,,,,
241,223031,<BR[,MT,Isaiah,33,8,<BR,עֹבֵ֣ר ,qal,ptca,<BR >RX,,,,,,
242,223108,HLK[,MT,Isaiah,33,15,HLK,הֹלֵ֣ךְ ,qal,ptca,,,,,,,
243,223214,HLK[,MT,Isaiah,33,21,TLK,תֵּ֤לֶךְ ,qal,impf,>NJ CJV,BW,0,,BW,,
244,223222,<BR[,MT,Isaiah,33,21,J<BRNW,יַעַבְרֶֽנּוּ׃ ,qal,impf,YJ >DJR,,,,,,
245,223261,QRB[,MT,Isaiah,34,1,QRBW,קִרְב֤וּ ,qal,impv,,,,,,,
246,223297,CLK[,MT,Isaiah,34,3,JCLKW,יֻשְׁלָ֔כוּ ,hof,impf,XLLJHM,,,,,,
247,223300,<LH[,MT,Isaiah,34,3,J<LH,יַעֲלֶ֣ה ,qal,impf,B>CM,,,,,,
248,223343,JRD[,MT,Isaiah,34,5,TRD,תֵּרֵ֔ד ,qal,impf,,<L >DWM,0,,<L,,
249,223380,JRD[,MT,Isaiah,34,7,JRDW,יָרְד֤וּ ,qal,perf,R>MJM,,,,,,
250,223429,<LH[,MT,Isaiah,34,10,J<LH,יַעֲלֶ֣ה ,qal,impf,<CNH,,,,,,
251,223440,<BR[,MT,Isaiah,34,10,<BR,עֹבֵ֖ר ,qal,ptca,,BH,0,,BH,,
252,223473,<LH[,MT,Isaiah,34,13,<LTH,עָלְתָ֤ה ,qal,perf,SJRJM,,,,,,
253,223520,QBY[,MT,Isaiah,34,15,NQBYW,נִקְבְּצ֥וּ ,nif,perf,DJWT,,,,,,
254,223547,QBY[,MT,Isaiah,34,16,QBYN,קִבְּצָֽן׃ ,piel,perf,HW>,,,,,,
255,223550,NPL[,MT,Isaiah,34,17,HPJL,הִפִּ֤יל ,hif,perf,HW>,,,,,,
256,223622,BW>[,MT,Isaiah,35,4,JBW>,יָבֹ֔וא ,qal,impf,>LHJKM,,,,,,
257,223626,BW>[,MT,Isaiah,35,4,JBW>,יָבֹ֖וא ,qal,impf,HW>,,,,,,
258,223691,<BR[,MT,Isaiah,35,8,J<BRNW,יַעַבְרֶ֥נּוּ ,qal,impf,VM>,,,,,,
259,223696,HLK[,MT,Isaiah,35,8,HLK,הֹלֵ֥ךְ ,qal,ptca,HLK DRK W >WJLJM,,,,,,
260,223710,<LH[,MT,Isaiah,35,9,J<LNH,יַעֲלֶ֔נָּה ,qal,impf,PRJY XJWT,,,,,,
261,223715,HLK[,MT,Isaiah,35,9,HLKW,הָלְכ֖וּ ,qal,perf,G>WLJM,,,,,,
262,223720,CWB[,MT,Isaiah,35,10,JCBWN,יְשֻׁב֗וּן ,qal,impf,PDWJJ JHWH,,,,,,
263,223722,BW>[,MT,Isaiah,35,10,B>W,בָ֤אוּ ,qal,perf,,YJWN,0,,,,
264,223736,NWS[,MT,Isaiah,35,10,NSW,נָ֖סוּ ,qal,perf,JGWN W >NXH,,,,,,
265,223750,<LH[,MT,Isaiah,36,1,<LH,עָלָ֞ה ,qal,perf,SNXRJB MLK >CWR,<L KL <RJ JHWDH H BYRWT,0,,<L,,
266,223763,CLX[,MT,Isaiah,36,2,JCLX,יִּשְׁלַ֣ח ,qal,wayq,MLK >CWR,M LKJC,0,,M,,
267,223763,CLX[,MT,Isaiah,36,2,JCLX,יִּשְׁלַ֣ח ,qal,wayq,MLK >CWR,JRWCLMH,1,,,,
268,223763,CLX[,MT,Isaiah,36,2,JCLX,יִּשְׁלַ֣ח ,qal,wayq,MLK >CWR,>L H MLK XZQJHW,0,,>L,,
269,223791,JY>[,MT,Isaiah,36,3,JY>,יֵּצֵ֥א ,qal,wayq,>LJQJM BN XLQJHW W CBN> H SPR W JW>X BN >SP H MZKJR,>LJW,0,,>LJW,,
270,223867,BW>[,MT,Isaiah,36,6,B>,בָ֥א ,qal,perf,,B KPW,0,,B,,
271,223893,SWR[,MT,Isaiah,36,7,HSJR,הֵסִ֤יר ,hif,perf,XZQJHW,,,,,,
272,223937,CWB[,MT,Isaiah,36,9,TCJB,תָּשִׁ֗יב ,hif,impf,,,,,,,
273,223962,<LH[,MT,Isaiah,36,10,<LJTJ,עָלִ֛יתִי ,qal,perf,,<L H >RY H Z>T,0,,<L,,
274,223973,<LH[,MT,Isaiah,36,10,<LH,עֲלֵ֛ה ,qal,impv,,>L H >RY H Z>T,0,,>L,,
275,224019,CLX[,MT,Isaiah,36,12,CLXNJ,שְׁלָחַ֣נִי ,qal,perf,>DNJ,>L >DNJK W >LJK,0,,>L,>LJK,
276,224119,JY>[,MT,Isaiah,36,16,Y>W,צְא֣וּ ,qal,impv,,>LJ,0,,>LJ,,
277,224134,BW>[,MT,Isaiah,36,17,B>J,בֹּאִ֕י ,qal,infc,,,,,,,
278,224136,LQX[,MT,Isaiah,36,17,LQXTJ,לָקַחְתִּ֥י ,qal,perf,,>L >RY K >RYKM >RY DGN W TJRWC >RY LXM W KRMJM,0,,>L,K,
279,224223,BW>[,MT,Isaiah,36,22,JB>,יָּבֹ֣א ,qal,wayq,>LJQJM BN XLQJHW W CBN> H SWPR W JW>X BN >SP H MZKJR,>L XZQJHW,0,,>L,,
280,224268,BW>[,MT,Isaiah,37,1,JB>,יָּבֹ֖א ,qal,wayq,,BJT JHWH,0,,,,
281,224272,CLX[,MT,Isaiah,37,2,JCLX,יִּשְׁלַח ,qal,wayq,,>L JC<JHW BN >MWY H NBJ>,0,,>L,,
282,224316,BW>[,MT,Isaiah,37,3,B>W,בָ֤אוּ ,qal,perf,BNJM,<D MCBR,0,,<D,,
283,224333,CLX[,MT,Isaiah,37,4,CLXW,שְׁלָחֹ֨ו ,qal,perf,MLK >CWR >DNJW,,,,,,
284,224359,BW>[,MT,Isaiah,37,5,JB>W,יָּבֹ֗אוּ ,qal,wayq,<BDJ H MLK XZQJHW,>L JC<JHW,0,,>L,,
285,224399,CWB[,MT,Isaiah,37,7,CB,שָׁ֣ב ,qal,perf,,>L >RYW,0,,>L,,
286,224403,NPL[,MT,Isaiah,37,7,HPLTJW,הִפַּלְתִּ֥יו ,hif,perf,,,,,,,
287,224410,CWB[,MT,Isaiah,37,8,JCB,יָּ֨שָׁב֙ ,qal,wayq,RB CQH,,,,,,
288,224434,JY>[,MT,Isaiah,37,9,JY>,יָצָ֖א ,qal,perf,,,,,,,
289,224441,CLX[,MT,Isaiah,37,9,JCLX,יִּשְׁלַ֣ח ,qal,wayq,,>L XZQJHW,0,,>L,,
290,224525,LQX[,MT,Isaiah,37,14,JQX,יִּקַּ֨ח ,qal,wayq,XZQJHW,M JD H ML>KJM,0,,M,,
291,224537,<LH[,MT,Isaiah,37,14,J<L,יַּ֨עַל֙ ,qal,wayq,,BJT JHWH,0,,,,
292,224597,CLX[,MT,Isaiah,37,17,CLX,שָׁלַ֔ח ,qal,perf,,,,,,,
293,224654,CLX[,MT,Isaiah,37,21,JCLX,יִּשְׁלַח֙ ,qal,wayq,JC<JHW BN >MWY,>L XZQJHW,0,,>L,,
294,224721,<LH[,MT,Isaiah,37,24,<LJTJ,עָלִ֛יתִי ,qal,perf,>NJ,MRWM HRJM JRKTJ LBNWN,0,,,,
295,224733,BW>[,MT,Isaiah,37,24,>BW>,אָבֹוא֙ ,qal,impf,,MRWM QYW J<R KRMLW,0,,,,
296,224765,BW>[,MT,Isaiah,37,26,HB>TJH,הֲבֵאתִ֔יהָ ,hif,perf,,,,,,,
297,224797,JY>[,MT,Isaiah,37,28,Y>TK,צֵאתְךָ֥ ,qal,infc,,,,,,,
298,224799,BW>[,MT,Isaiah,37,28,BW>K,בֹואֲךָ֖ ,qal,infc,,,,,,,
299,224810,<LH[,MT,Isaiah,37,29,<LH,עָלָ֣ה ,qal,perf,C>NNK,B >ZNJ,0,,B,,
300,224823,CWB[,MT,Isaiah,37,29,HCJBTJK,הֲשִׁ֣יבֹתִ֔יךָ ,hif,perf,,,,,,,
301,224828,BW>[,MT,Isaiah,37,29,B>T,בָּ֥אתָ ,qal,perf,,,,,,,
302,224879,JY>[,MT,Isaiah,37,32,TY>,תֵּצֵ֣א ,qal,impf,C>RJT,M JRWCLM,0,,M,,
303,224899,BW>[,MT,Isaiah,37,33,JBW>,יָבֹוא֙ ,qal,impf,,>L H <JR H Z>T,0,,>L,,
304,224923,BW>[,MT,Isaiah,37,34,B>,בָּ֖א ,qal,perf,,,,,,,
305,224925,CWB[,MT,Isaiah,37,34,JCWB,יָשׁ֑וּב ,qal,impf,,,,,,,
306,224933,BW>[,MT,Isaiah,37,34,JBW>,יָבֹ֖וא ,qal,impf,,>L H <JR H Z>T,0,,>L,,
307,224951,JY>[,MT,Isaiah,37,36,JY>,יֵּצֵ֣א׀ ,qal,wayq,ML>K JHWH,,,,,,
308,224978,HLK[,MT,Isaiah,37,37,JLK,יֵּ֔לֶךְ ,qal,wayq,,,,,,,
309,224980,CWB[,MT,Isaiah,37,37,JCB,יָּ֖שָׁב ,qal,wayq,SNXRJB MLK >CWR,,,,,,
310,225024,BW>[,MT,Isaiah,38,1,JBW>,יָּבֹ֣וא ,qal,wayq,JC<JHW BN >MWY H NBJ>,>LJW,0,,>LJW,,
311,225065,HLK[,MT,Isaiah,38,3,HTHLKTJ,הִתְהַלַּ֣כְתִּי ,hit,perf,,,,,,,
312,225093,HLK[,MT,Isaiah,38,5,HLWK,הָלֹ֞וךְ ,qal,infa,,,,,,,
313,225155,CWB[,MT,Isaiah,38,8,MCJB,מֵשִׁ֣יב ,hif,ptca,,,,,,,
314,225161,JRD[,MT,Isaiah,38,8,JRDH,יָרְדָה֩ ,qal,perf,,,,,,,
315,225172,CWB[,MT,Isaiah,38,8,TCB,תָּ֤שָׁב ,qal,wayq,H CMC,,,,,,
316,225181,JRD[,MT,Isaiah,38,8,JRDH,יָרָֽדָה׃ ס ,qal,perf,,,,,,,
317,225198,HLK[,MT,Isaiah,38,10,>LKH,אֵלֵ֖כָה ,qal,impf,,,,,,,
318,225224,GLH[,MT,Isaiah,38,12,NGLH,נִגְלָ֛ה ,nif,perf,,MNJ,0,,MNJ,,
319,225316,CLK[,MT,Isaiah,38,17,HCLKT,הִשְׁלַ֛כְתָּ ,hif,perf,,>XRJ GWK,0,,,,
320,225329,JRD[,MT,Isaiah,38,18,JWRDJ,יֹֽורְדֵי־,qal,ptca,JWRDJ BWR,>L >MTK,0,,>L,,
321,225377,<LH[,MT,Isaiah,38,22,><LH,אֶעֱלֶ֖ה ,qal,impf,,BJT JHWH,0,,,,
322,225385,CLX[,MT,Isaiah,39,1,CLX,שָׁלַ֡ח ,qal,perf,MRDK BL>DN BN BL>DN MLK BBL,>L XZQJHW,0,,>L,,
323,225454,BW>[,MT,Isaiah,39,3,JB>,יָּבֹא֙ ,qal,wayq,JC<JHW H NBJ>,>L H MLK XZQJHW,0,,>L,,
324,225474,BW>[,MT,Isaiah,39,3,JB>W,יָבֹ֣אוּ ,qal,impf,,M >JN,0,,M,,
325,225474,BW>[,MT,Isaiah,39,3,JB>W,יָבֹ֣אוּ ,qal,impf,,>LJK,0,,>LJK,,
326,225482,BW>[,MT,Isaiah,39,3,B>W,בָּ֥אוּ ,qal,perf,,M >RY RXWQH M BBL,0,,M,M,
327,225482,BW>[,MT,Isaiah,39,3,B>W,בָּ֥אוּ ,qal,perf,,>LJ,0,,>LJ,,
328,225520,BW>[,MT,Isaiah,39,6,B>JM,בָּאִים֒ ,qal,ptca,JMJM,,,,,,
329,225546,JY>[,MT,Isaiah,39,7,JY>W,יֵצְא֧וּ ,qal,impf,,MMK,0,,MMK,,
330,225550,LQX[,MT,Isaiah,39,7,JQXW,יִקָּ֑חוּ ,qal,impf,,M BNJK,0,,M,,
331,225596,LQX[,MT,Isaiah,40,2,LQXH,לָקְחָה֙ ,qal,perf,,M JD JHWH,0,,M,,
332,225640,GLH[,MT,Isaiah,40,5,NGLH,נִגְלָ֖ה ,nif,perf,KBWD JHWH,,,,,,
333,225696,<LH[,MT,Isaiah,40,9,<LJ,עֲלִי־,qal,impv,,<L HR GBH,0,,<L,,
334,225721,BW>[,MT,Isaiah,40,10,JBW>,יָבֹ֔וא ,qal,impf,>DNJ JHWH,,,,,,
335,225739,QBY[,MT,Isaiah,40,11,JQBY,יְקַבֵּ֣ץ ,piel,impf,,,,,,,
336,225975,JY>[,MT,Isaiah,40,26,MWYJ>,מֹּוצִ֥יא ,hif,ptca,,,,,,,
337,226007,<BR[,MT,Isaiah,40,27,J<BWR,יַעֲבֹֽור׃ ,qal,impf,MCPVJ,,,,,,
338,226055,<LH[,MT,Isaiah,40,31,J<LW,יַעֲל֥וּ ,hif,impf,,,,,,,
339,226064,HLK[,MT,Isaiah,40,31,JLKW,יֵלְכ֖וּ ,qal,impf,,,,,,,
340,226075,NGC[,MT,Isaiah,41,1,JGCW,יִגְּשׁוּ֙ ,qal,impf,,,,,,,
341,226082,QRB[,MT,Isaiah,41,1,NQRBH,נִקְרָֽבָה׃ ,qal,impf,,,,,,,
342,226108,<BR[,MT,Isaiah,41,3,J<BWR,יַעֲבֹ֣ור ,qal,impf,,,,,,,
343,226114,BW>[,MT,Isaiah,41,3,JBW>,יָבֹֽוא׃ ,qal,impf,,,,,,,
344,226140,QRB[,MT,Isaiah,41,5,QRBW,קָרְב֖וּ ,qal,perf,,,,,,,
345,226391,QRB[,MT,Isaiah,41,21,QRBW,קָרְב֥וּ ,piel,impv,,,,,,,
346,226395,NGC[,MT,Isaiah,41,21,HGJCW,הַגִּ֨ישׁוּ֙ ,hif,impv,,,,,,,
347,226400,NGC[,MT,Isaiah,41,22,JGJCW,יַגִּ֨ישׁוּ֙ ,hif,impf,,,,,,,
348,226420,BW>[,MT,Isaiah,41,22,B>WT,בָּאֹ֖ות ,qal,ptca,,,,,,,
349,226464,BW>[,MT,Isaiah,41,25,JB>,יָבֹ֤א ,qal,impf,,,,,,,
350,226520,CWB[,MT,Isaiah,41,28,JCJBW,יָשִׁ֥יבוּ ,hif,impf,,,,,,,
351,226545,JY>[,MT,Isaiah,42,1,JWYJ>,יֹוצִֽיא׃ ,hif,impf,,L GWJM,0,,L,,
352,226569,JY>[,MT,Isaiah,42,3,JWYJ>,יֹוצִ֥יא ,hif,impf,,,,,,,
353,226612,HLK[,MT,Isaiah,42,5,HLKJM,הֹלְכִ֥ים ,qal,ptca,,BH,0,,BH,,
354,226638,JY>[,MT,Isaiah,42,7,HWYJ>,הֹוצִ֤יא ,hif,infc,,M MSGR,0,,M,,
355,226665,BW>[,MT,Isaiah,42,9,B>W,בָ֑אוּ ,qal,perf,,,,,,,
356,226685,JRD[,MT,Isaiah,42,10,JWRDJ,יֹורְדֵ֤י ,qal,ptca,,,,,,,
357,226721,JY>[,MT,Isaiah,42,13,JY>,יֵצֵ֔א ,qal,impf,JHWH,,,,,,
358,226764,HLK[,MT,Isaiah,42,16,HWLKTJ,הֹולַכְתִּ֣י ,hif,perf,,B DRK,0,,B,,
359,226826,CLX[,MT,Isaiah,42,19,>CLX,אֶשְׁלָ֑ח ,qal,impf,,,,,,,
360,226880,CWB[,MT,Isaiah,42,22,HCB,הָשַֽׁב׃ ,hif,impv,,,,,,,
361,226910,HLK[,MT,Isaiah,42,24,HLWK,הָלֹ֔וךְ ,qal,infa,,B DRKJW,0,,B,,
362,226959,<BR[,MT,Isaiah,43,2,T<BR,תַעֲבֹ֤ר ,qal,impf,,B MJM,0,,B,,
363,226972,HLK[,MT,Isaiah,43,2,TLK,תֵלֵ֤ךְ ,qal,impf,,BMW >C,0,,BMW,,
364,227020,BW>[,MT,Isaiah,43,5,>BJ>,אָבִ֣יא ,hif,impf,,M MZRX,0,,M,,
365,227025,QBY[,MT,Isaiah,43,5,>QBYK,אֲקַבְּצֶֽךָּ׃ ,piel,impf,,M M<RB,0,,M,,
366,227036,BW>[,MT,Isaiah,43,6,HBJ>J,הָבִ֤יאִי ,hif,impv,,M RXWQ,0,,M,,
367,227058,JY>[,MT,Isaiah,43,8,HWYJ>,הֹוצִ֥יא ,hif,infc,,,,,,,
368,227072,QBY[,MT,Isaiah,43,9,NQBYW,נִקְבְּצ֣וּ ,nif,perf,KL H GWJM,,,,,,
369,227075,>SP[,MT,Isaiah,43,9,J>SPW,יֵאָֽסְפוּ֙ ,nif,impf,L>MJM,,,,,,
370,227159,CWB[,MT,Isaiah,43,13,JCJBNH,יְשִׁיבֶֽנָּה׃ ס ,hif,impf,MJ,,,,,,
371,227167,CLX[,MT,Isaiah,43,14,CLXTJ,שִׁלַּ֣חְתִּי ,piel,perf,,BBLH,1,,,,
372,227170,JRD[,MT,Isaiah,43,14,HWRDTJ,הֹורַדְתִּ֤י ,hif,perf,,,,,,,
373,227199,JY>[,MT,Isaiah,43,17,MWYJ>,מֹּוצִ֥יא ,hif,ptca,,,,,,,
374,227276,BW>[,MT,Isaiah,43,23,HBJ>T,הֵבֵ֤יאתָ ,hif,perf,,LJ,0,,LJ,,
375,227462,BW>[,MT,Isaiah,44,7,TB>NH,תָּבֹ֖אנָה ,qal,impf,,,,,,,
376,227526,QBY[,MT,Isaiah,44,11,JTQBYW,יִֽתְקַבְּצ֤וּ ,hit,impf,KLM,,,,,,
377,227593,LQX[,MT,Isaiah,44,14,JQX,יִּקַּ֤ח ,qal,wayq,,,,,,,
378,227615,LQX[,MT,Isaiah,44,15,JQX,יִּקַּ֤ח ,qal,wayq,,MHM,0,,MHM,,
379,227689,CWB[,MT,Isaiah,44,19,JCJB,יָשִׁ֣יב ,hif,impf,,>L LBW,0,,>L,,
380,227766,CWB[,MT,Isaiah,44,22,CWBH,שׁוּבָ֥ה ,qal,impv,,>LJ,0,,>LJ,,
381,227821,CWB[,MT,Isaiah,44,25,MCJB,מֵשִׁ֧יב ,hif,ptca,,>XWR,0,,,,
382,227906,HLK[,MT,Isaiah,45,2,>LK,אֵלֵ֔ךְ ,qal,impf,>NJ,,,,,,
383,228090,CLX[,MT,Isaiah,45,13,JCLX,יְשַׁלֵּ֔חַ ,piel,impf,,,,,,,
384,228114,<BR[,MT,Isaiah,45,14,J<BRW,יַעֲבֹ֨רוּ֙ ,qal,impf,JGJ< MYRJM W SXR KWC W SB>JM >NCJ MDH,<LJK,0,,<LJK,,
385,228119,HLK[,MT,Isaiah,45,14,JLKW,יֵלֵ֔כוּ ,qal,impf,,>XRJK,0,,,,
386,228123,<BR[,MT,Isaiah,45,14,J<BRW,יַעֲבֹ֑רוּ ,qal,impf,,,,,,,
387,228150,HLK[,MT,Isaiah,45,16,HLKW,הָלְכ֣וּ ,qal,perf,XRCJ YJRJM,,,,,,
388,228220,QBY[,MT,Isaiah,45,20,HQBYW,הִקָּבְצ֥וּ ,nif,impv,,,,,,,
389,228222,BW>[,MT,Isaiah,45,20,B>W,בֹ֛אוּ ,qal,impv,,,,,,,
390,228223,NGC[,MT,Isaiah,45,20,HTNGCW,הִֽתְנַגְּשׁ֥וּ ,hit,impv,,,,,,,
391,228243,NGC[,MT,Isaiah,45,21,HGJCW,הַגִּ֔ישׁוּ ,hif,impv,,,,,,,
392,228286,JY>[,MT,Isaiah,45,23,JY>,יָצָ֨א ,qal,perf,DBR,M PJ,0,,M,,
393,228293,CWB[,MT,Isaiah,45,23,JCWB,יָשׁ֑וּב ,qal,impf,,,,,,,
394,228311,BW>[,MT,Isaiah,45,24,JBW>,יָבֹ֣וא ,qal,impf,,<DJW,0,,<DJW,,
395,228356,HLK[,MT,Isaiah,46,2,HLKH,הָלָֽכָה׃ ס ,qal,perf,NPCM,B CBJ,0,,B,,
396,228449,CWB[,MT,Isaiah,46,8,HCJBW,הָשִׁ֥יבוּ ,hif,impv,,<L LB,0,,<L,,
397,228496,BW>[,MT,Isaiah,46,11,>BJ>NH,אֲבִיאֶ֔נָּה ,hif,impf,,,,,,,
398,228508,QRB[,MT,Isaiah,46,13,QRBTJ,קֵרַ֤בְתִּי ,piel,perf,,,,,,,
399,228524,JRD[,MT,Isaiah,47,1,RDJ,רְדִ֣י׀ ,qal,impv,,,,,,,
400,228548,LQX[,MT,Isaiah,47,2,QXJ,קְחִ֥י ,qal,impv,,,,,,,
401,228553,GLH[,MT,Isaiah,47,2,GLJ,גַּלִּ֨י ,piel,impv,,,,,,,
402,228557,GLH[,MT,Isaiah,47,2,GLJ,גַּלִּי־,piel,impv,,,,,,,
403,228559,<BR[,MT,Isaiah,47,2,<BRJ,עִבְרִ֥י ,qal,impv,,,,,,,
404,228561,GLH[,MT,Isaiah,47,3,TGL,תִּגָּל֙ ,nif,impf,<RWTK,,,,,,
405,228567,LQX[,MT,Isaiah,47,3,>QX,אֶקָּ֔ח ,qal,impf,,,,,,,
406,228581,BW>[,MT,Isaiah,47,5,B>J,בֹ֥אִי ,qal,impv,,,,,,,
407,228652,BW>[,MT,Isaiah,47,9,TB>NH,תָבֹאנָה֩ ,qal,impf,CTJ >LH CKWL W >LMN,LK,0,,LK,,
408,228665,BW>[,MT,Isaiah,47,9,B>W,בָּ֣אוּ ,qal,perf,,<LJK,0,,<LJK,,
409,228685,CWB[,MT,Isaiah,47,10,CWBBTK,שֹׁובְבָ֑תֶךְ ,piel,perf,HJ>,,,,,,
410,228695,BW>[,MT,Isaiah,47,11,B>,בָ֧א ,qal,perf,R<H,<LJK,0,,<LJK,,
411,228702,NPL[,MT,Isaiah,47,11,TPL,תִפֹּ֤ל ,qal,impf,HWH,<LJK,0,,<LJK,,
412,228709,BW>[,MT,Isaiah,47,11,TB>,תָבֹ֨א ,qal,impf,CW>H,<LJK,0,,<LJK,,
413,228754,BW>[,MT,Isaiah,47,13,JB>W,יָבֹ֖אוּ ,qal,impf,,<LJK,0,,<LJK,,
414,228804,JY>[,MT,Isaiah,48,1,JY>W,יָצָ֑אוּ ,qal,perf,,M MJ JHWDH,0,,M,,
415,228844,JY>[,MT,Isaiah,48,3,JY>W,יָצְא֖וּ ,qal,perf,,M PJ,0,,M,,
416,228850,BW>[,MT,Isaiah,48,3,TB>NH,תָּבֹֽאנָה׃ ,qal,wayq,,,,,,,
417,228870,BW>[,MT,Isaiah,48,5,TBW>,תָּבֹ֖וא ,qal,impf,,,,,,,
418,228996,QBY[,MT,Isaiah,48,14,HQBYW,הִקָּבְצ֤וּ ,nif,impv,,,,,,,
419,229019,BW>[,MT,Isaiah,48,15,HBJ>TJW,הֲבִיאֹתִ֖יו ,hif,perf,,,,,,,
420,229023,QRB[,MT,Isaiah,48,16,QRBW,קִרְב֧וּ ,qal,impv,,>LJ,0,,>LJ,,
421,229043,CLX[,MT,Isaiah,48,16,CLXNJ,שְׁלָחַ֖נִי ,qal,perf,>DNJ JHWH,,,,,,
422,229061,HLK[,MT,Isaiah,48,17,TLK,תֵּלֵֽךְ׃ ,qal,impf,,,,,,,
423,229098,JY>[,MT,Isaiah,48,20,Y>W,צְא֣וּ ,qal,impv,,M BBL,0,,M,,
424,229110,JY>[,MT,Isaiah,48,20,HWYJ>WH,הֹוצִיא֖וּהָ ,hif,impv,,<D QYH H >RY,0,,<D,,
425,229125,HLK[,MT,Isaiah,48,21,HWLJKM,הֹֽולִיכָ֔ם ,hif,perf,,,,,,,
426,229219,CWB[,MT,Isaiah,49,5,CWBB,שֹׁובֵ֤ב ,piel,infc,,>LJW,0,,>LJW,,
427,229225,>SP[,MT,Isaiah,49,5,J>SP,יֵאָסֵ֑ף ,nif,impf,JFR>L,L>,0,,L>,,
428,229251,CWB[,MT,Isaiah,49,6,HCJB,הָשִׁ֑יב ,hif,infc,,,,,,,
429,229324,JY>[,MT,Isaiah,49,9,Y>W,צֵ֔אוּ ,qal,impv,,,,,,,
430,229330,GLH[,MT,Isaiah,49,9,HGLW,הִגָּל֑וּ ,nif,impv,,,,,,,
431,229372,BW>[,MT,Isaiah,49,12,JB>W,יָבֹ֑אוּ ,qal,impf,>LH,M RXWQ,0,,M,,
432,229438,JY>[,MT,Isaiah,49,17,JY>W,יֵצֵֽאוּ׃ ,qal,impf,MHRSJK W MXRBJK,MMK,0,,MMK,,
433,229445,QBY[,MT,Isaiah,49,18,NQBYW,נִקְבְּצ֣וּ ,nif,perf,KLM,,,,,,
434,229446,BW>[,MT,Isaiah,49,18,B>W,בָֽאוּ־,qal,perf,,LK,0,,LK,,
435,229488,NGC[,MT,Isaiah,49,20,GCH,גְּשָׁה־,qal,impv,,,,,,,
436,229506,GLH[,MT,Isaiah,49,21,GLH,גֹּלָ֣ה׀ ,qal,ptca,,,,,,,
437,229536,BW>[,MT,Isaiah,49,22,HBJ>W,הֵבִ֤יאוּ ,hif,perf,,,,,,,
438,229570,LQX[,MT,Isaiah,49,24,JQX,יֻקַּ֥ח ,hof,impf,MLQWX,M GBWR,0,,M,,
439,229586,LQX[,MT,Isaiah,49,25,JQX,יֻקָּ֔ח ,hof,impf,GM CBJ GBWR,,,,,,
440,229634,CLX[,MT,Isaiah,50,1,CLXTJH,שִׁלַּחְתִּ֔יהָ ,piel,perf,,,,,,,
441,229650,CLX[,MT,Isaiah,50,1,CLXH,שֻׁלְּחָ֥ה ,pual,perf,>MKM,,,,,,
442,229653,BW>[,MT,Isaiah,50,2,B>TJ,בָּ֜אתִי ,qal,perf,,,,,,,
443,229785,NGC[,MT,Isaiah,50,8,JGC,יִגַּ֥שׁ ,qal,impf,,>LJ,0,,>LJ,,
444,229812,HLK[,MT,Isaiah,50,10,HLK,הָלַ֣ךְ ,qal,perf,,,,,,,
445,229832,HLK[,MT,Isaiah,50,11,LKW,לְכ֣וּ׀ ,qal,impv,,,,,,,
446,229915,JY>[,MT,Isaiah,51,4,TY>,תֵצֵ֔א ,qal,impf,TWRH,M >TJ,0,,M,>TJ,
447,229924,JY>[,MT,Isaiah,51,5,JY>,יָצָ֣א ,qal,perf,JC<J,,,,,,
448,230052,<BR[,MT,Isaiah,51,10,<BR,עֲבֹ֥ר ,qal,infc,G>WLJM,,,,,,
449,230057,CWB[,MT,Isaiah,51,11,JCWBWN,יְשׁוּב֗וּן ,qal,impf,PDWJJ JHWH,,,,,,
450,230059,BW>[,MT,Isaiah,51,11,B>W,בָ֤אוּ ,qal,perf,,YJWN,0,,,,
451,230072,NWS[,MT,Isaiah,51,11,NSW,נָ֖סוּ ,qal,perf,JGWN W >NXH,,,,,,
452,230264,LQX[,MT,Isaiah,51,22,LQXTJ,לָקַ֛חְתִּי ,qal,perf,,M JDK,0,,M,,
